1,2025-03-19 13:59:30,[140  87   6]
1,2025-03-19 13:59:30,[139  87   6]
1,2025-03-19 13:59:31,[141  88   6]
1,2025-03-19 13:59:31,[139  86   6]
1,2025-03-19 13:59:31,[136  84   6]
1,2025-03-19 13:59:31,[129  76   5]
1,2025-03-19 13:59:31,[129  76   5]
1,2025-03-19 13:59:32,[130  77   5]
1,2025-03-19 13:59:32,[129  77   5]
1,2025-03-19 13:59:32,[129  77   5]
1,2025-03-19 13:59:32,[128  77   5]
1,2025-03-19 13:59:32,[128  76   5]
1,2025-03-19 13:59:33,[129  77   5]
1,2025-03-19 13:59:33,[129  77   5]
1,2025-03-19 13:59:33,[129  77   5]
1,2025-03-19 13:59:33,[129  77   5]
1,2025-03-19 13:59:33,[126  78  18]
1,2025-03-19 13:59:34,[127  75   6]
1,2025-03-19 13:59:34,[122  70   5]
1,2025-03-19 13:59:34,[123  71   5]
1,2025-03-19 13:59:34,[123  71   5]
1,2025-03-19 13:59:34,[123  71   5]
1,2025-03-19 13:59:35,[123  71   5]
1,2025-03-19 13:59:35,[124  72   5]
1,2025-03-19 13:59:35,[124  72   5]
1,2025-03-19 13:59:35,[125  73   5]
1,2025-03-19 13:59:35,[120  69   5]
1,2025-03-19 13:59:36,[124  72   5]
1,2025-03-19 13:59:36,[120  69   5]
1,2025-03-19 13:59:36,[117  67   6]
1,2025-03-19 13:59:36,[117  68   6]
1,2025-03-19 13:59:36,[118  68   5]
1,2025-03-19 13:59:37,[118  68   5]
1,2025-03-19 13:59:37,[119  68   5]
1,2025-03-19 13:59:37,[119  69   5]
1,2025-03-19 13:59:37,[119  69   5]
1,2025-03-19 13:59:37,[119  69   5]
1,2025-03-19 13:59:38,[119  69   5]
1,2025-03-19 13:59:38,[119  68   5]
1,2025-03-19 13:59:38,[119  68   5]
1,2025-03-19 13:59:38,[119  69   5]
1,2025-03-19 13:59:39,[119  69   5]
1,2025-03-19 13:59:39,[119  69   5]
1,2025-03-19 13:59:39,[119  69   5]
1,2025-03-19 13:59:39,[119  69   5]
1,2025-03-19 13:59:39,[120  69   5]
1,2025-03-19 13:59:40,[120  69   5]
1,2025-03-19 13:59:40,[120  69   5]
1,2025-03-19 13:59:40,[120  69   5]
1,2025-03-19 13:59:40,[120  69   5]
1,2025-03-19 13:59:40,[120  69   5]
1,2025-03-19 13:59:41,[120  69   5]
1,2025-03-19 13:59:41,[120  69   5]
1,2025-03-19 13:59:41,[120  69   5]
1,2025-03-19 13:59:41,[119  68   5]
1,2025-03-19 13:59:41,[118  68   5]
1,2025-03-19 13:59:42,[118  68   5]
1,2025-03-19 13:59:42,[118  67   5]
1,2025-03-19 13:59:42,[118  67   5]
1,2025-03-19 13:59:42,[120  69   5]
1,2025-03-19 13:59:42,[119  69   5]
1,2025-03-19 13:59:43,[119  69   5]
1,2025-03-19 13:59:43,[119  69   5]
1,2025-03-19 13:59:43,[119  69   5]
1,2025-03-19 13:59:43,[119  69   5]
1,2025-03-19 13:59:43,[118  68   5]
1,2025-03-19 13:59:44,[119  69   5]
1,2025-03-19 13:59:44,[119  69   5]
1,2025-03-19 13:59:44,[119  69   5]
1,2025-03-19 13:59:44,[119  69   5]
1,2025-03-19 13:59:44,[119  69   5]
1,2025-03-19 13:59:45,[121  71   5]
1,2025-03-19 13:59:45,[121  71   5]
1,2025-03-19 13:59:45,[121  71   6]
1,2025-03-19 13:59:45,[121  71   5]
1,2025-03-19 13:59:45,[120  70   5]
1,2025-03-19 13:59:46,[120  70   5]
1,2025-03-19 13:59:46,[120  70   5]
1,2025-03-19 13:59:46,[118  69   5]
1,2025-03-19 13:59:46,[119  69   5]
1,2025-03-19 13:59:46,[119  69   5]
1,2025-03-19 13:59:47,[119  69   5]
1,2025-03-19 13:59:47,[119  70   5]
1,2025-03-19 13:59:47,[119  69   6]
1,2025-03-19 13:59:47,[119  69   5]
1,2025-03-19 13:59:47,[119  70   6]
1,2025-03-19 13:59:48,[120  71   6]
1,2025-03-19 13:59:48,[120  71   6]
1,2025-03-19 13:59:48,[121  72   6]
1,2025-03-19 13:59:48,[121  72   6]
1,2025-03-19 13:59:48,[121  72   6]
1,2025-03-19 13:59:49,[121  72   6]
1,2025-03-19 13:59:49,[121  71   6]
1,2025-03-19 13:59:49,[119  70   5]
1,2025-03-19 13:59:49,[118  68   5]
1,2025-03-19 13:59:50,[120  71   6]
1,2025-03-19 13:59:50,[123  73   6]
1,2025-03-19 13:59:50,[127  76   6]
1,2025-03-19 13:59:50,[122  72   6]
1,2025-03-19 13:59:50,[121  70   6]
1,2025-03-19 13:59:51,[122  71   5]
1,2025-03-19 13:59:51,[122  71   5]
1,2025-03-19 13:59:51,[122  71   5]
1,2025-03-19 13:59:51,[122  71   5]
1,2025-03-19 13:59:51,[122  71   5]
1,2025-03-19 13:59:52,[122  71   5]
1,2025-03-19 13:59:52,[122  71   5]
1,2025-03-19 13:59:52,[122  71   5]
1,2025-03-19 13:59:52,[122  71   5]
1,2025-03-19 13:59:52,[122  71   5]
1,2025-03-19 13:59:53,[122  71   5]
1,2025-03-19 13:59:53,[122  71   5]
1,2025-03-19 13:59:53,[128  76   5]
1,2025-03-19 13:59:53,[130  78   5]
1,2025-03-19 13:59:53,[131  78   5]
1,2025-03-19 13:59:54,[130  78   5]
1,2025-03-19 13:59:54,[132  79   5]
1,2025-03-19 13:59:54,[131  78   5]
1,2025-03-19 13:59:54,[133  80   6]
